CLOUD,Name,EntrezIDs,Symbols
CLOUD205,Gefitinib,2050;23043;2046;27148;2064;2065;2066;2051;2580;25;27;285220;4137;558;9263;2099;2100;2101;6714;8767;23621;3654;1613;4215;9748;7294;640;23683;388228;6793;5260;5261;5914;673;5292;2737;23235;196;3791;9429;5753;2268;1760;3815;9448;80122;25865;2322;2324;9262;8986;147746;5597;817;818;4233;2872;415116;50488;5979;3932;7525;11113;51053;367;85366;8569;81788;2444;3984;2042;1432;1956;1453;1454;11183;51135;11200;85443;10188;11213;5587;4780;4058;5596;79837;84446;5601;5602;4067;5607;3055;51701;2041;10746;2044;1022;2047,EPHB4;TNIK;EPHA8;STK36;ERBB2;ERBB3;ERBB4;EPHB6;GAK;ABL1;ABL2;EPHA6;MAPT;AXL;STK17A;ESR1;ESR2;ESRRA;SRC;RIPK2;BACE1;IRAK1;DAPK3;MAP3K3;SLK;TXK;BLK;PRKD3;SBK1;STK10;PHKG1;PHKG2;RARA;BRAF;PIM1;GLI3;SIK2;AHR;KDR;ABCG2;PTK6;FGR;DMPK;KIT;MAP4K4;MAP3K19;PRKD2;FLT3;FLT4;STK17B;RPS6KA4;HIPK4;MAPK6;CAMK2D;CAMK2G;MET;MKNK2;PIM3;MINK1;RET;LCK;YES1;CIT;GMNN;AR;MYLK2;MKNK1;NUAK2;FRK;LIMK1;EPHA3;MAPK14;EGFR;CSNK1D;CSNK1E;MAP4K5;IRAK4;CHEK2;DCLK3;TNK2;IRAK3;PRKD1;NFE2L2;LTK;MAPK4;PIP4K2C;BRSK1;MAPK9;MAPK10;LYN;MAP2K5;HCK;NLK;EPHA1;MAP3K2;EPHA5;CDK7;EPHB1
CLOUD206,Bosentan,8647;1909;1910;8856;2737;2101,ABCB11;EDNRA;EDNRB;NR1I2;GLI3;ESRRA
CLOUD207,Eflornithine,4953,ODC1
CLOUD208,Cilastatin,,
CLOUD209,Clofarabine,3458;4780;367;2737;9970;2099;1588;7157;55775;2101,IFNG;NFE2L2;AR;GLI3;NR1I3;ESR1;CYP19A1;TP53;TDP1;ESRRA
CLOUD210,Hydroxymetronidazole,,
CLOUD211,Raltegravir,3784;3753;5914;1230,KCNQ1;KCNE1;RARA;CCR1
CLOUD212,Clofibric Acid,5465;5468;1565,PPARA;PPARG;CYP2D6
CLOUD213,Chlorzoxazone,1544;5243;1813;4846;4843,CYP1A2;ABCB1;DRD2;NOS3;NOS2
CLOUD214,Sulbactam,367;5468;2100;5467;2908;7421,AR;PPARG;ESR2;PPARD;NR3C1;VDR
CLOUD215,Febuxostat,196;9734;7498;79915;367;2737;9970;2101;5914,AHR;HDAC9;XDH;ATAD5;AR;GLI3;NR1I3;ESRRA;RARA
CLOUD216,Cefmenoxime,,
CLOUD217,Rufinamide,10951,CBX1
CLOUD218,Atovaquone,3725;4193;4194;5467;2099;4780;51053;367;7157;1559;196;1723;2101;55775,JUN;MDM2;MDM4;PPARD;ESR1;NFE2L2;GMNN;AR;TP53;CYP2C9;AHR;DHODH;ESRRA;TDP1
CLOUD219,Sorafenib,1024;2048;2050;2051;2053;8711;5128;27148;23043;9748;25;27;285220;65061;5159;9344;558;6195;6198;23097;6714;3643;8767;51776;51265;6725;3654;6732;2146;5218;613;7272;640;6790;6793;6795;5777;51347;6300;91807;673;1195;9212;140469;27330;3362;57551;2260;2261;2263;5156;3791;2268;10461;6885;3815;9448;80122;8444;204851;5894;780;3458;2321;2322;2324;3350;3356;3357;3358;3361;147746;3363;3718;8999;816;4914;4915;4916;2872;4921;28996;50488;5603;5979;3932;7010;7525;11113;51053;85366;8569;890;8576;10114;7048;2444;51086;3984;3985;1432;225689;1436;7075;1956;1445;1452;11183;11184;1969;65975;1022;1017;5594;5595;1018;55775;5600;5601;4067;5604;2534;5607;1020;10733;3055;4593;51701;2041;2042;2043;2044;2045;2046;2047,CDK8;EPHB2;EPHB4;EPHB6;EPHX2;TNK1;CDK17;STK36;TNIK;SLK;ABL1;ABL2;EPHA6;CDK15;PDGFRB;TAOK2;AXL;RPS6KA1;RPS6KB1;CDK19;SRC;INSR;RIPK2;MAP3K20;CDKL3;SRMS;IRAK1;SRPK1;EZH2;CDK14;BCR;TTK;BLK;AURKA;STK10;AURKC;PTPN6;TAOK3;MAPK12;MYLK3;BRAF;CLK1;AURKB;MYO3B;RPS6KA6;HTR6;TAOK1;FGFR1;FGFR3;FGFR2;PDGFRA;KDR;FGR;MERTK;MAP3K7;KIT;MAP4K4;MAP3K19;DYRK3;HIPK1;RAF1;DDR1;IFNG;FLT1;FLT3;FLT4;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HIPK4;HTR7;JAK3;CDKL2;CAMK2B;NTRK1;NTRK2;NTRK3;MKNK2;DDR2;HIPK2;MINK1;MAPK13;RET;LCK;TEK;YES1;CIT;GMNN;MYLK2;MKNK1;CCNA2;STK16;HIPK3;TGFBR2;FRK;TNNI3K;LIMK1;LIMK2;MAPK14;MAPK15;CSF1R;TIE1;EGFR;CSK;CSNK1A1;MAP4K5;MAP4K1;EPHA2;STK33;CDK7;CDK2;MAPK1;MAPK3;CDK3;TDP1;MAPK11;MAPK9;LYN;MAP2K1;FYN;MAP2K5;CDK5;PLK4;HCK;MUSK;NLK;EPHA1;EPHA3;EPHA4;EPHA5;EPHA7;EPHA8;EPHB1
CLOUD220,5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid,,
CLOUD221,Efavirenz,10242;8714;4363;3725;1555;5914;1244;4780;2099;1588;2101;387129;3778;3779;8912;27345;9429;2100;2908;7253;55775;367;3315;5243,KCNMB2;ABCC3;ABCC1;JUN;CYP2B6;RARA;ABCC2;NFE2L2;ESR1;CYP19A1;ESRRA;NPSR1;KCNMA1;KCNMB1;CACNA1H;KCNMB4;ABCG2;ESR2;NR3C1;TSHR;TDP1;AR;HSPB1;ABCB1
CLOUD222,Cinacalcet,846;51053;2741;1565;55775,CASR;GMNN;GLRA1;CYP2D6;TDP1
CLOUD223,Miglustat,57704;6476;8972;178;2548;23193;7357,GBA2;SI;MGAM;AGL;GAA;GANAB;UGCG
CLOUD224,Probucol,3249;8698;246,HPN;S1PR4;ALOX15
CLOUD225,Carmustine,2737;1544;4780;1576;1557;1559;216;2936;1565;7157,GLI3;CYP1A2;NFE2L2;CYP3A4;CYP2C19;CYP2C9;ALDH1A1;GSR;CYP2D6;TP53
CLOUD226,Primidone,3064;1813;367,HTT;DRD2;AR
CLOUD227,Acetohydroxamic Acid,760;5914;4322;55775,CA2;RARA;MMP13;TDP1
CLOUD228,Mebutamate,,
CLOUD229,Sulfinpyrazone,1576;3276;3248;2357;216;5243;3676;7421;116085,CYP3A4;PRMT1;HPGD;FPR1;ALDH1A1;ABCB1;ITGA4;VDR;SLC22A12
CLOUD230,Fenoprofen,5742,PTGS1
CLOUD231,Novobiocin,3458;213;3320;3326;9429,IFNG;ALB;HSP90AA1;HSP90AB1;ABCG2
CLOUD232,Quinine,3458;6582;222962;6323;6580;6326;6328;5243;1565,IFNG;SLC22A2;SLC29A4;SCN1A;SLC22A1;SCN2A;SCN3A;ABCB1;CYP2D6
CLOUD233,Ganciclovir,55775;3205,TDP1;HOXA9
CLOUD234,Pazopanib,23043;5127;27148;2051;2580;25;27;8737;5467;5156;5159;5468;8711;4140;2099;2101;6714;8767;728642;6725;3654;150094;93;7272;5747;4214;5753;7294;640;7297;3717;6790;6793;6795;6850;4751;658;51347;673;341676;2737;5298;2241;2242;23235;196;4293;4294;4296;57551;2260;2261;2263;2264;3791;2268;10461;55589;3815;9448;238;5871;9970;9971;80122;9344;43;5894;780;6416;2321;2322;2324;3718;8491;4233;4921;55775;22848;57172;8536;5979;3932;7010;23396;7525;367;85366;8576;7048;2444;9748;3984;3985;3480;1436;7075;11183;11184;7157;10188;11213;6098;984;4058;79837;5599;5601;5602;4067;55781;2534;5607;5608;5610;10733;3055;51701;10746;9212;1022,TNIK;CDK16;STK36;EPHB6;GAK;ABL1;ABL2;RIPK1;PPARD;PDGFRA;PDGFRB;PPARG;TNK1;MARK3;ESR1;ESRRA;SRC;RIPK2;CDK11A;SRMS;IRAK1;SIK1;ACVR2B;TTK;PTK2;MAP3K1;PTK6;TXK;BLK;TYK2;JAK2;AURKA;STK10;AURKC;SYK;NEK2;BMPR1B;TAOK3;BRAF;NEK5;GLI3;PI4KB;FER;FES;SIK2;AHR;MAP3K9;MAP3K10;MAP3K11;TAOK1;FGFR1;FGFR3;FGFR2;FGFR4;KDR;FGR;MERTK;BMP2K;KIT;MAP4K4;ALK;MAP4K2;NR1I3;NR1H4;MAP3K19;TAOK2;ACHE;RAF1;DDR1;MAP2K4;FLT1;FLT3;FLT4;JAK3;MAP4K3;MET;DDR2;TDP1;AAK1;CAMK1G;CAMK1;RET;LCK;TEK;PIP5K1C;YES1;AR;MYLK2;STK16;TGFBR2;FRK;SLK;LIMK1;LIMK2;IGF1R;CSF1R;TIE1;MAP4K5;MAP4K1;TP53;TNK2;IRAK3;ROS1;CDK11B;LTK;PIP4K2C;MAPK8;MAPK9;MAPK10;LYN;RIOK2;FYN;MAP2K5;MAP2K6;EIF2AK2;PLK4;HCK;NLK;MAP3K2;AURKB;CDK7
CLOUD235,Zonisamide,317,APAF1
CLOUD236,Glatiramer,,
CLOUD237,7-ethyl-10-hydroxycamptothecin,54658;10013;9734;8841;3458;51564;79885;7150;55869;9429;3065;3066;83933;10014;9759,UGT1A1;HDAC6;HDAC9;HDAC3;IFNG;HDAC7;HDAC11;TOP1;HDAC8;ABCG2;HDAC1;HDAC2;HDAC10;HDAC5;HDAC4
CLOUD238,Tinidazole,2099;7201;5871,ESR1;TRHR;MAP4K2
CLOUD239,Felbamate,1544;1576;1812;1557;1559;1565,CYP1A2;CYP3A4;DRD1;CYP2C19;CYP2C9;CYP2D6
CLOUD240,Acetohexamide,,
CLOUD241,Diclofenamide,768;771;1080;377677;23632;5243;11238;759;760;761;762;763;765;766,CA9;CA12;CFTR;CA13;CA14;ABCB1;CA5B;CA1;CA2;CA3;CA4;CA5A;CA6;CA7
CLOUD242,Fomepizole,,
CLOUD243,Leflunomide,6530;6531;9734;1544;1812;1813;9367;836;5914;1576;79915;4780;2737;2099;2101;1723;190;196;26054;6607;123228;55775;4323;9970;3315;3064;57337,SLC6A2;SLC6A3;HDAC9;CYP1A2;DRD1;DRD2;RAB9A;CASP3;RARA;CYP3A4;ATAD5;NFE2L2;GLI3;ESR1;ESRRA;DHODH;NR0B1;AHR;SENP6;SMN2;SENP8;TDP1;MMP14;NR1I3;HSPB1;HTT;SENP7
CLOUD244,Probenecid,9376;2099;771;9356;367;116085;760;55867;1244;768,SLC22A8;ESR1;CA12;SLC22A6;AR;SLC22A12;CA2;SLC22A11;ABCC2;CA9
CLOUD245,Pyrazinamide,10242;1544;1576;2099;2100;1557;1559;1565,KCNMB2;CYP1A2;CYP3A4;ESR1;ESR2;CYP2C19;CYP2C9;CYP2D6
CLOUD246,Baclofen,4780;4790;140;9568;2550;5243,NFE2L2;NFKB1;ADORA3;GABBR2;GABBR1;ABCB1
CLOUD247,Clofibrate,1544;3725;1072;1576;2099;7157;983;1565;1557,CYP1A2;JUN;CFL1;CYP3A4;ESR1;TP53;CDK1;CYP2D6;CYP2C19
CLOUD248,Pyrazinoic Acid,338442;29994,HCAR2;BAZ2B
CLOUD249,Valproic Acid,10013;9734;1544;8841;7915;51564;79885;55869;1576;18;1557;1559;3065;3066;1565;83933;10014;9759,HDAC6;HDAC9;CYP1A2;HDAC3;ALDH5A1;HDAC7;HDAC11;HDAC8;CYP3A4;ABAT;CYP2C19;CYP2C9;HDAC1;HDAC2;CYP2D6;HDAC10;HDAC5;HDAC4
CLOUD250,Carboplatin,4137;51426;7398,MAPT;POLK;USP1
CLOUD251,Theophylline,6256;134;135;136;107;140;2099;5914,RXRA;ADORA1;ADORA2A;ADORA2B;ADCY1;ADORA3;ESR1;RARA
CLOUD252,Fosfomycin,,
CLOUD253,Tranexamic Acid,5243;5340,ABCB1;PLG
CLOUD254,Piperazine,6256;2737;5914;2099;1588,RXRA;GLI3;RARA;ESR1;CYP19A1
CLOUD255,Auranofin,,
CLOUD256,Triflupromazine,3458;1544;1812;7157;5243;1565,IFNG;CYP1A2;DRD1;TP53;ABCB1;CYP2D6
CLOUD257,6-Hydroxybuspirone,,
CLOUD258,Pinacidil,1576;5243;10060;3767,CYP3A4;ABCB1;ABCC9;KCNJ11
CLOUD259,Ditiocarb,1571,CYP2E1
CLOUD260,Amantadine,6582;10280;55244;6580;2902;2903;2904;2905;2906;116443;116444,SLC22A2;SIGMAR1;SLC47A1;SLC22A1;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B
CLOUD261,Succinylcholine,,
CLOUD262,Buspirone,3350;146;147;148;1813;3356;3357;3358;10280;4780;3757;2737;2099;2101;6582;55244;1814;216;367;146802,HTR1A;ADRA1D;ADRA1B;ADRA1A;DRD2;HTR2A;HTR2B;HTR2C;SIGMAR1;NFE2L2;KCNH2;GLI3;ESR1;ESRRA;SLC22A2;SLC47A1;DRD3;ALDH1A1;AR;SLC47A2
CLOUD263,Phensuximide,,
CLOUD264,Aprepitant,1576;6869;6870,CYP3A4;TACR1;TACR3
CLOUD265,Foscarnet,759,CA1
CLOUD266,Guanadrel,4843,NOS2
CLOUD267,Varenicline,1135;1136;1137;1141;1143,CHRNA2;CHRNA3;CHRNA4;CHRNB2;CHRNB4
